year,geo_name,geo,age,age_moe,age_rank
2016,"Ramsey County, MN",05000US27123,34.6,0.2,2888
2013,"Ramsey County, MN",05000US27123,34.6,0.1,2850
2015,"Baltimore city, MD",05000US24510,34.6,0.1,2877
2015,Madison Parish,05000US22065,34.6,0.4,2877
2013,Benton County,05000US27009,34.6,0.3,2850
2013,"Ottawa County, MI",05000US26139,34.6,0.1,2850
2013,"Kent County, MI",05000US26081,34.6,0.1,2850
2014,"Black Hawk County, IA",05000US19013,34.6,0.1,2861
2014,Dallas County,05000US19049,34.6,0.2,2861
2015,"Sedgwick County, KS",05000US20173,34.6,0.1,2877
2014,"Ouachita Parish, LA",05000US22073,34.6,0.2,2861
2016,Daviess County,05000US18027,34.6,0.4,2888
2015,Sumter County,05000US13261,34.6,0.3,2877
2013,Stanton County,05000US20187,34.6,2.9,2850
2016,"Durham County, NC",05000US37063,34.6,0.2,2888
2013,"Black Hawk County, IA",05000US19013,34.6,0.1,2850
2016,Twin Falls County,05000US16083,34.6,0.3,2888
2014,"Ramsey County, MN",05000US27123,34.6,0.2,2861
2014,Bolivar County,05000US28011,34.6,0.2,2861
2015,Crittenden County,05000US05035,34.6,0.3,2877
2016,Dougherty County,05000US13095,34.6,0.2,2888
2016,"Chatham County, GA",05000US13051,34.6,0.2,2888
2013,Cherokee County,05000US40021,34.6,0.4,2850
2013,Twin Falls County,05000US16083,34.6,0.2,2850
2015,Castro County,05000US48069,34.6,0.4,2877
2015,Childress County,05000US48075,34.6,2.8,2877
2013,"Stafford County, VA",05000US51179,34.6,0.1,2850
2015,Dimmit County,05000US48127,34.6,2.4,2877
2014,"Dane County, WI",05000US55025,34.6,0.1,2861
2014,Hill County,05000US30041,34.6,0.4,2861
2015,Jim Wells County,05000US48249,34.6,0.3,2877
2013,"DeKalb County, GA",05000US13089,34.6,0.1,2850
2013,"Williamson County, TX",05000US48491,34.6,0.1,2850
2015,"Washington County, UT",05000US49053,34.6,0.2,2877
2015,Uinta County,05000US56041,34.6,0.7,2877
2015,"Dane County, WI",05000US55025,34.6,0.1,2877
2013,"Shelby County, TN",05000US47157,34.6,0.1,2850
2014,Pottawatomie County,05000US20149,34.5,0.5,2873
2016,Stark County,05000US38089,34.5,0.4,2894
2014,Uvalde County,05000US48463,34.5,0.5,2873
2015,"Gwinnett County, GA",05000US13135,34.5,0.1,2892
2013,Madison Parish,05000US22065,34.5,0.5,2863
2014,"Bossier Parish, LA",05000US22015,34.5,0.2,2873
2014,"Sedgwick County, KS",05000US20173,34.5,0.1,2873
2016,Phelps County,05000US29161,34.5,0.6,2894
2013,"Dane County, WI",05000US55025,34.5,0.2,2863
2015,Emery County,05000US49015,34.5,0.2,2892
2016,"Denton County, TX",05000US48121,34.5,0.1,2894
2013,Teton County,05000US16081,34.5,0.6,2863
2014,Blaine County,05000US30005,34.5,0.3,2873
2016,Sunflower County,05000US28133,34.5,0.3,2894
2013,San Benito County,05000US06069,34.5,0.3,2863
2014,PeÃ±uelas Municipio,05000US72111,34.5,0.2,2873
2015,"Mecklenburg County, NC",05000US37119,34.5,0.1,2892
2014,"Hudson County, NJ",05000US34017,34.5,0.1,2873
2016,"Kings County, NY",05000US36047,34.5,0.1,2894
2016,Hill County,05000US30041,34.5,0.3,2894
2013,Stevens County,05000US20189,34.5,0.9,2863
2013,"Ascension Parish, LA",05000US22005,34.5,0.2,2863
2015,Blaine County,05000US30005,34.5,0.3,2892
2016,"Orange County, FL",05000US12095,34.5,0.1,2894
2014,Sevier County,05000US05133,34.5,0.5,2873
2013,"Bossier Parish, LA",05000US22015,34.5,0.2,2863
2016,Dunn County,05000US55033,34.5,0.2,2894
2015,"Riverside County, CA",05000US06065,34.5,0.1,2892
2015,Twin Falls County,05000US16083,34.5,0.2,2892
2014,"Baltimore city, MD",05000US24510,34.5,0.1,2873
2013,"Baltimore city, MD",05000US24510,34.5,0.1,2863
2014,Jayuya Municipio,05000US72073,34.5,0.6,2873
2013,Uinta County,05000US56041,34.4,0.7,2871
2013,"Ouachita Parish, LA",05000US22073,34.4,0.1,2871
2013,Uvalde County,05000US48463,34.4,0.9,2871
2014,"St. Louis city, MO",05000US29510,34.4,0.1,2883
2014,Leake County,05000US28079,34.4,0.4,2883
2015,"Tangipahoa Parish, LA",05000US22105,34.4,0.2,2898
2013,Crittenden County,05000US05035,34.4,0.4,2871
2014,"Missoula County, MT",05000US30063,34.4,0.3,2883
2013,"Houston County, GA",05000US13153,34.4,0.2,2871
2015,"Kings County, NY",05000US36047,34.4,0.1,2898
2013,Tift County,05000US13277,34.4,0.3,2871
2014,Madison Parish,05000US22065,34.4,0.5,2883
2016,Gunnison County,05000US08051,34.4,0.4,2902
2013,"Sedgwick County, KS",05000US20173,34.4,0.2,2871
2013,"Paulding County, GA",05000US13223,34.4,0.2,2871
2013,"Hudson County, NJ",05000US34017,34.4,0.2,2871
2015,Lipscomb County,05000US48295,34.4,2.1,2898
2014,Uinta County,05000US56041,34.4,0.6,2883
2015,Phelps County,05000US29161,34.4,0.7,2898
2015,"Orange County, FL",05000US12095,34.4,0.1,2898
2014,Barrow County,05000US13013,34.4,0.2,2883
2016,"Kendall County, IL",05000US17093,34.4,0.2,2902
2015,Hemphill County,05000US48211,34.4,3.5,2898
2016,"Prince William County, VA",05000US51153,34.4,0.1,2902
2015,"Durham County, NC",05000US37063,34.4,0.2,2898
2013,Dallas County,05000US19049,34.4,0.3,2871
2016,Bailey County,05000US48017,34.4,1.1,2902
2013,Villalba Municipio,05000US72149,34.4,0.2,2871
2014,"Kings County, NY",05000US36047,34.3,0.1,2889
2016,Emery County,05000US49015,34.3,0.3,2906
2013,Mecosta County,05000US26107,34.3,0.3,2882
2013,"Missoula County, MT",05000US30063,34.3,0.2,2882
2016,Rich County,05000US49033,34.3,4.2,2906
2014,Morovis Municipio,05000US72101,34.3,0.3,2889
2014,"Mecklenburg County, NC",05000US37119,34.3,0.2,2889
2014,Sumter County,05000US13261,34.3,0.4,2889
2013,Winkler County,05000US48495,34.3,0.4,2882
2015,Hill County,05000US30041,34.3,0.5,2905
2014,North Slope Borough,05000US02185,34.3,1.1,2889
2013,"Whitfield County, GA",05000US13313,34.3,0.2,2882
2013,Nicollet County,05000US27103,34.3,0.6,2882
2013,Childress County,05000US48075,34.3,3.5,2882
2016,Baldwin County,05000US13009,34.3,0.5,2906
2013,Sumter County,05000US13261,34.3,0.3,2882
2014,Williams County,05000US38105,34.3,0.5,2889
2013,Carbon County,05000US49007,34.3,0.7,2882
2016,Hardee County,05000US12049,34.3,0.7,2906
2013,Adams County,05000US18001,34.3,0.4,2882
2013,Bolivar County,05000US28011,34.3,0.4,2882
2016,Terry County,05000US48445,34.3,0.6,2906
2015,Barranquitas Municipio,05000US72019,34.3,0.3,2905
2014,"Gwinnett County, GA",05000US13135,34.3,0.2,2889
2016,"Oklahoma County, OK",05000US40109,34.3,0.1,2906
2016,Jackson County,05000US40065,34.3,0.4,2906
2015,"Chatham County, GA",05000US13051,34.3,0.1,2905
2013,Fremont County,05000US16043,34.3,0.7,2882
2015,Terry County,05000US48445,34.3,0.6,2905
2016,Ward County,05000US48475,34.3,0.8,2906
2013,"Fulton County, GA",05000US13121,34.3,0.1,2882
2016,Lamar County,05000US28073,34.3,0.3,2906
2013,Cochran County,05000US48079,34.3,0.7,2882
2015,Gunnison County,05000US08051,34.3,0.6,2905
2013,Santa Isabel Municipio,05000US72133,34.3,0.3,2882
2014,Carbon County,05000US49007,34.3,0.7,2889
2014,Cochran County,05000US48079,34.3,0.7,2889
2016,"Milwaukee County, WI",05000US55079,34.3,0.1,2906
2014,Bailey County,05000US48017,34.2,1.2,2898
2014,Madison County,05000US48313,34.2,1,2898
2015,"Denton County, TX",05000US48121,34.2,0.2,2910
2014,"Riverside County, CA",05000US06065,34.2,0.1,2898
2016,Madison Parish,05000US22065,34.2,0.6,2916
2014,Baldwin County,05000US13009,34.2,0.3,2898
2016,Lincoln County,05000US46083,34.2,0.3,2916
2015,"Milwaukee County, WI",05000US55079,34.2,0.1,2910
2014,Crittenden County,05000US05035,34.2,0.4,2898
2014,"Oklahoma County, OK",05000US40109,34.2,0.1,2898
2013,"Mecklenburg County, NC",05000US37119,34.2,0.2,2896
2013,Martin County,05000US48317,34.2,4.2,2896
2014,"Chatham County, GA",05000US13051,34.2,0.2,2898
2013,"Kings County, NY",05000US36047,34.2,0.1,2896
2015,Colfax County,05000US31037,34.2,0.4,2910
2013,"St. Louis city, MO",05000US29510,34.2,0.2,2896
2016,"Lafayette Parish, LA",05000US22055,34.2,0.1,2916
2014,Gunnison County,05000US08051,34.2,0.6,2898
2015,"San Juan County, NM",05000US35045,34.2,0.2,2910
2016,Lanier County,05000US13173,34.2,1.4,2916
2013,Andrews County,05000US48003,34.2,0.6,2896
2014,"Davidson County, TN",05000US47037,34.2,0.1,2898
2013,Jim Wells County,05000US48249,34.2,0.4,2896
2016,"Denver County, CO",05000US08031,34.2,0.2,2916
2016,"Davidson County, TN",05000US47037,34.2,0.1,2916
2014,Jim Wells County,05000US48249,34.2,0.4,2898
2015,"Davidson County, TN",05000US47037,34.2,0.1,2910
2015,Power County,05000US16077,34.2,1,2910
2015,Dougherty County,05000US13095,34.2,0.2,2910
2015,"Oklahoma County, OK",05000US40109,34.2,0.1,2910
2013,"Oklahoma County, OK",05000US40109,34.2,0.1,2896
2013,Barrow County,05000US13013,34.2,0.2,2896
2014,Woods County,05000US40151,34.2,1.1,2898
2016,Jim Wells County,05000US48249,34.2,0.3,2916
2014,"Orange County, FL",05000US12095,34.2,0.1,2898
2014,Crane County,05000US48103,34.1,0.8,2910
2013,Gunnison County,05000US08051,34.1,0.6,2904
2013,Madison County,05000US48313,34.1,0.9,2904
2015,Yoakum County,05000US48501,34.1,0.7,2918
2015,Sunflower County,05000US28133,34.1,0.3,2918
2016,"Fayette County, KY",05000US21067,34.1,0.1,2923
2016,"Kalamazoo County, MI",05000US26077,34.1,0.2,2923
2016,Dakota County,05000US31043,34.1,0.5,2923
2015,"Fayette County, KY",05000US21067,34.1,0.2,2918
2016,Dawes County,05000US31045,34.1,1.8,2923
2016,"Douglas County, NE",05000US31055,34.1,0.2,2923
2016,"Arlington County, VA",05000US51013,34.1,0.1,2923
2015,Sevier County,05000US49041,34.1,0.3,2918
2015,Dunn County,05000US55033,34.1,0.3,2918
2014,"Durham County, NC",05000US37063,34.1,0.1,2910
2013,LoÃ_za Municipio,05000US72087,34.1,0.3,2904
2013,"Chatham County, GA",05000US13051,34.1,0.2,2904
2016,Calloway County,05000US21035,34.1,0.5,2923
2015,"Marion County, IN",05000US18097,34.1,0.1,2918
2015,Jackson County,05000US40065,34.1,0.4,2918
2013,Sevier County,05000US05133,34.1,0.6,2904
2016,"Stearns County, MN",05000US27145,34.1,0.2,2923
2016,"Wichita County, TX",05000US48485,34.1,0.2,2923
2015,Baldwin County,05000US13009,34.1,0.5,2918
2014,Dougherty County,05000US13095,34.1,0.2,2910
2013,Millard County,05000US49027,34.1,0.5,2904
2013,Baldwin County,05000US13009,34.1,0.4,2904
2013,"Wichita County, TX",05000US48485,34.1,0.2,2904
2014,"Tangipahoa Parish, LA",05000US22105,34.1,0.3,2910
2014,Clark County,05000US05019,34.1,0.8,2910
2013,Power County,05000US16077,34.1,1,2904
2014,Yoakum County,05000US48501,34.1,0.6,2910
2013,"Davidson County, TN",05000US47037,34.1,0.1,2904
2014,Colusa County,05000US06011,34.1,0.4,2910
2016,"Carroll County, GA",05000US13045,34.1,0.2,2923
2016,"Tarrant County, TX",05000US48439,34.1,0.1,2923
2015,"Denver County, CO",05000US08031,34.1,0.2,2918
2015,Uvalde County,05000US48463,34.1,0.5,2918
2016,"Marion County, IN",05000US18097,34.1,0.1,2923
2015,"Wichita County, TX",05000US48485,34,0.2,2928
2016,Blaine County,05000US30005,34,0.4,2935
2016,"Yuma County, AZ",05000US04027,34,0.2,2935
2015,"Lafayette Parish, LA",05000US22055,34,0.2,2928
2015,Lamar County,05000US28073,34,0.4,2928
2014,"Kalamazoo County, MI",05000US26077,34,0.2,2917
2015,"Douglas County, NE",05000US31055,34,0.1,2928
2014,Jackson County,05000US40065,34,0.3,2917
2016,"Tom Green County, TX",05000US48451,34,0.3,2935
2015,"Carroll County, GA",05000US13045,34,0.2,2928
2016,Dimmit County,05000US48127,34,1.5,2935
2015,"Prince William County, VA",05000US51153,34,0.2,2928
2014,Emery County,05000US49015,34,0.4,2917
2014,"Marion County, IN",05000US18097,34,0.1,2917
2013,PeÃ±uelas Municipio,05000US72111,34,0.3,2914
2013,La Salle County,05000US48283,34,2.2,2914
2013,"Kalamazoo County, MI",05000US26077,34,0.1,2914
2015,"Tarrant County, TX",05000US48439,34,0.2,2928
2013,"Marion County, IN",05000US18097,34,0.2,2914
2013,"Gwinnett County, GA",05000US13135,34,0.1,2914
2016,"Eau Claire County, WI",05000US55035,34,0.2,2935
2014,"Fayette County, KY",05000US21067,34,0.1,2917
2015,Colusa County,05000US06011,34,0.5,2928
2014,"Denver County, CO",05000US08031,34,0.2,2917
2014,Hemphill County,05000US48211,34,3.4,2917
2016,"Hinds County, MS",05000US28049,34,0.2,2935
2015,Clark County,05000US05019,34,0.6,2928
2013,"Orange County, FL",05000US12095,34,0.1,2914
2013,"Tom Green County, TX",05000US48451,34,0.2,2914
2015,"Stearns County, MN",05000US27145,34,0.2,2928
2014,"Milwaukee County, WI",05000US55079,34,0.1,2917
2014,Adams County,05000US18001,34,0.4,2917
2015,"Kalamazoo County, MI",05000US26077,34,0.2,2928
2013,Jackson County,05000US40065,34,0.5,2914
2014,McKenzie County,05000US38053,34,0.6,2917
2016,"Weld County, CO",05000US08123,34,0.2,2935
2016,Winona County,05000US27169,34,0.3,2935
2014,"Lafayette Parish, LA",05000US22055,33.9,0.2,2927
2015,"Tom Green County, TX",05000US48451,33.9,0.3,2939
2016,Colfax County,05000US31037,33.9,0.3,2943
2014,Castro County,05000US48069,33.9,0.6,2927
2014,Peach County,05000US13225,33.9,0.4,2927
2013,Colusa County,05000US06011,33.9,0.5,2922
2013,Jayuya Municipio,05000US72073,33.9,0.4,2922
2013,"Fayette County, KY",05000US21067,33.9,0.1,2922
2014,Winona County,05000US27169,33.9,0.4,2927
2015,Woods County,05000US40151,33.9,0.9,2939
2016,"Philadelphia County, PA",05000US42101,33.9,0.2,2943
2016,Madison County,05000US21151,33.9,0.3,2943
2015,Madison County,05000US21151,33.9,0.3,2939
2016,"Franklin County, OH",05000US39049,33.9,0.1,2943
2016,"Sarpy County, NE",05000US31153,33.9,0.2,2943
2016,Coahoma County,05000US28027,33.9,0.4,2943
2013,"Riverside County, CA",05000US06065,33.9,0.1,2922
2014,Dunn County,05000US55033,33.9,0.3,2927
2016,"Craighead County, AR",05000US05031,33.9,0.2,2943
2014,"Carroll County, GA",05000US13045,33.9,0.2,2927
2015,North Slope Borough,05000US02185,33.9,1.2,2939
2013,Castro County,05000US48069,33.9,0.5,2922
2014,"Wichita County, TX",05000US48485,33.9,0.2,2927
2015,"Arlington County, VA",05000US51013,33.9,0.1,2939
2013,Lanier County,05000US13173,33.9,1.4,2922
2015,Winona County,05000US27169,33.9,0.3,2939
2015,"Weld County, CO",05000US08123,33.9,0.2,2939
2014,"Tom Green County, TX",05000US48451,33.9,0.2,2927
2014,"Tarrant County, TX",05000US48439,33.8,0.1,2935
2016,Cochran County,05000US48079,33.8,0.9,2950
2016,Titus County,05000US48449,33.8,0.4,2950
2015,"Yuma County, AZ",05000US04027,33.8,0.2,2946
2013,"El Paso County, CO",05000US08041,33.8,0.1,2928
2016,Uvalde County,05000US48463,33.8,0.5,2950
2015,"Eau Claire County, WI",05000US55035,33.8,0.2,2946
2013,"Lafayette Parish, LA",05000US22055,33.8,0.2,2928
2015,Adams County,05000US18001,33.8,0.3,2946
2014,"Douglas County, NE",05000US31055,33.8,0.2,2935
2016,North Slope Borough,05000US02185,33.8,0.8,2950
2016,Sweetwater County,05000US56037,33.8,0.3,2950
2015,"Franklin County, OH",05000US39049,33.8,0.2,2946
2016,"Stanislaus County, CA",05000US06099,33.8,0.1,2950
2015,"Kendall County, IL",05000US17093,33.8,0.3,2946
2015,Titus County,05000US48449,33.8,0.4,2946
2016,Hendry County,05000US12051,33.8,0.6,2950
2015,Lincoln County,05000US46083,33.8,0.3,2946
2013,"Milwaukee County, WI",05000US55079,33.8,0.1,2928
2015,Buena Vista city,05000US51530,33.8,2,2946
2016,Holmes County,05000US28051,33.8,0.4,2950
2014,"Denton County, TX",05000US48121,33.8,0.1,2935
2016,"District of Columbia, DC",05000US11001,33.8,0.1,2950
2014,"Washington County, UT",05000US49053,33.8,0.2,2935
2013,Phelps County,05000US29161,33.8,0.3,2928
2015,Lincoln County,05000US16063,33.8,0.7,2946
2013,"District of Columbia, DC",05000US11001,33.8,0.2,2928
2013,"Denver County, CO",05000US08031,33.8,0.1,2928
2013,"Arlington County, VA",05000US51013,33.8,0.2,2928
2016,Lincoln County,05000US16063,33.8,1.3,2950
2015,Hendry County,05000US12051,33.8,0.4,2946
2015,Natchitoches Parish,05000US22069,33.8,0.4,2946
2014,"Franklin County, OH",05000US39049,33.8,0.1,2935
2013,Morovis Municipio,05000US72101,33.8,0.5,2928
2016,"El Paso County, CO",05000US08041,33.8,0.1,2950
2014,"Arlington County, VA",05000US51013,33.8,0.2,2935
2014,Barranquitas Municipio,05000US72019,33.8,0.5,2935
2013,Calloway County,05000US21035,33.8,0.6,2928
2014,"Kendall County, IL",05000US17093,33.7,0.3,2942
2016,Kittitas County,05000US53037,33.7,0.8,2961
2014,Winkler County,05000US48495,33.7,0.4,2942
2014,Phelps County,05000US29161,33.7,0.4,2942
2015,"Sarpy County, NE",05000US31153,33.7,0.1,2957
2015,"Philadelphia County, PA",05000US42101,33.7,0.1,2957
2014,"Prince William County, VA",05000US51153,33.7,0.1,2942
2016,"San Joaquin County, CA",05000US06077,33.7,0.2,2961
2014,"Eau Claire County, WI",05000US55035,33.7,0.2,2942
2014,"District of Columbia, DC",05000US11001,33.7,0.2,2942
2014,"San Juan County, NM",05000US35045,33.7,0.2,2942
2015,Calloway County,05000US21035,33.7,0.5,2957
2013,Bailey County,05000US48017,33.7,2.2,2937
2015,Dakota County,05000US31043,33.7,0.9,2957
2013,"Douglas County, NE",05000US31055,33.7,0.1,2937
2016,"Harnett County, NC",05000US37085,33.7,0.2,2961
2016,"Santa Barbara County, CA",05000US06083,33.7,0.1,2961
2015,Dawes County,05000US31045,33.7,1.4,2957
2013,Madison County,05000US21151,33.7,0.3,2937
2014,"Weld County, CO",05000US08123,33.7,0.1,2942
2014,Lamar County,05000US28073,33.7,0.4,2942
2013,"Tangipahoa Parish, LA",05000US22105,33.7,0.2,2937
2013,Hardee County,05000US12049,33.7,0.6,2937
2014,Sevier County,05000US49041,33.7,0.4,2942
2013,"Carroll County, GA",05000US13045,33.7,0.2,2937
2016,"Monterey County, CA",05000US06053,33.7,0.2,2961
2013,Menominee County,05000US55078,33.7,3.1,2937
2015,"District of Columbia, DC",05000US11001,33.7,0.1,2957
2014,Sunflower County,05000US28133,33.7,0.2,2942
2014,Lincoln County,05000US16063,33.7,0.6,2942
2013,"Durham County, NC",05000US37063,33.7,0.2,2937
2013,Sunflower County,05000US28133,33.7,0.3,2937
2016,Adams County,05000US18001,33.7,0.3,2961
2013,Dunn County,05000US55033,33.7,0.3,2937
2015,Sweetwater County,05000US56037,33.6,0.6,2963
2016,Coles County,05000US17029,33.6,0.4,2967
2015,"El Paso County, CO",05000US08041,33.6,0.2,2963
2016,Yoakum County,05000US48501,33.6,1.1,2967
2014,"El Paso County, CO",05000US08041,33.6,0.1,2954
2015,"Harnett County, NC",05000US37085,33.6,0.2,2963
2014,Madison County,05000US21151,33.6,0.3,2954
2016,Willacy County,05000US48489,33.6,0.6,2967
2015,"Santa Barbara County, CA",05000US06083,33.6,0.1,2963
2014,"Hinds County, MS",05000US28049,33.6,0.2,2954
2014,"Philadelphia County, PA",05000US42101,33.6,0.1,2954
2016,"Muscogee County, GA",05000US13215,33.6,0.1,2967
2013,Greenlee County,05000US04011,33.6,1.3,2947
2016,Natchitoches Parish,05000US22069,33.6,0.3,2967
2016,"Orange County, NC",05000US37135,33.6,0.2,2967
2014,"Yuma County, AZ",05000US04027,33.6,0.2,2954
2016,Woods County,05000US40151,33.6,0.5,2967
2014,"Santa Barbara County, CA",05000US06083,33.6,0.2,2954
2013,Peach County,05000US13225,33.6,0.4,2947
2013,Grant County,05000US20067,33.6,1.1,2947
2015,"Hinds County, MS",05000US28049,33.6,0.2,2963
2016,Clark County,05000US05019,33.6,0.5,2967
2015,Lanier County,05000US13173,33.6,1.2,2963
2013,"Philadelphia County, PA",05000US42101,33.6,0.1,2947
2013,Dougherty County,05000US13095,33.6,0.2,2947
2014,"Stearns County, MN",05000US27145,33.6,0.3,2954
2013,"Franklin County, OH",05000US39049,33.6,0.2,2947
2015,Holmes County,05000US28051,33.5,0.3,2969
2014,Lincoln County,05000US46083,33.5,0.3,2961
2013,Emery County,05000US49015,33.5,0.4,2953
2014,East Carroll Parish,05000US22035,33.5,1.3,2961
2013,Leake County,05000US28079,33.5,0.8,2953
2013,"Harnett County, NC",05000US37085,33.5,0.2,2953
2016,Parmer County,05000US48369,33.5,0.8,2975
2013,"Tarrant County, TX",05000US48439,33.5,0.2,2953
2013,"Eau Claire County, WI",05000US55035,33.5,0.3,2953
2015,Elko County,05000US32007,33.5,0.4,2969
2013,"Weld County, CO",05000US08123,33.5,0.2,2953
2016,"Wyandotte County, KS",05000US20209,33.5,0.1,2975
2013,Sevier County,05000US49041,33.5,0.5,2953
2016,Childress County,05000US48075,33.5,2.5,2975
2013,"Prince William County, VA",05000US51153,33.5,0.2,2953
2013,North Slope Borough,05000US02185,33.5,1.4,2953
2016,"Richmond County, GA",05000US13245,33.5,0.2,2975
2015,"Madera County, CA",05000US06039,33.5,0.2,2969
2015,"Muscogee County, GA",05000US13215,33.5,0.2,2969
2014,Oldham County,05000US48359,33.5,12.1,2961
2015,"Monterey County, CA",05000US06053,33.5,0.1,2969
2014,Greenlee County,05000US04011,33.5,0.8,2961
2016,Elko County,05000US32007,33.5,0.4,2975
2016,Apache County,05000US04001,33.5,0.2,2975
2013,Clark County,05000US05019,33.5,0.4,2953
2016,"Madera County, CA",05000US06039,33.5,0.3,2975
2014,"Sarpy County, NE",05000US31153,33.5,0.2,2961
2015,"San Joaquin County, CA",05000US06077,33.5,0.1,2969
2013,"Santa Barbara County, CA",05000US06083,33.5,0.1,2953
2015,Crane County,05000US48103,33.5,0.7,2969
2015,"Craighead County, AR",05000US05031,33.5,0.2,2969
2015,Coahoma County,05000US28027,33.5,0.3,2969
2014,Coahoma County,05000US28027,33.5,0.4,2961
2015,"Stanislaus County, CA",05000US06099,33.5,0.2,2969
2014,Elko County,05000US32007,33.4,0.4,2967
2013,Beltrami County,05000US27007,33.4,0.3,2964
2013,"Yuma County, AZ",05000US04027,33.4,0.2,2964
2013,Winona County,05000US27169,33.4,0.4,2964
2014,"Harnett County, NC",05000US37085,33.4,0.2,2967
2014,Titus County,05000US48449,33.4,0.6,2967
2014,Calloway County,05000US21035,33.4,0.5,2967
2014,Hardee County,05000US12049,33.4,0.5,2967
2016,Hemphill County,05000US48211,33.4,2.6,2982
2015,Apache County,05000US04001,33.4,0.2,2979
2014,"Craighead County, AR",05000US05031,33.4,0.3,2967
2015,Dawson County,05000US48115,33.4,0.7,2979
2013,"Kendall County, IL",05000US17093,33.4,0.3,2964
2016,"Cleveland County, OK",05000US40027,33.4,0.2,2982
2013,"Denton County, TX",05000US48121,33.4,0.1,2964
2016,"Washtenaw County, MI",05000US26161,33.4,0.1,2982
2016,Culebra Municipio,05000US72049,33.4,4.9,2982
2015,"Washtenaw County, MI",05000US26161,33.4,0.2,2979
2016,Beltrami County,05000US27007,33.4,0.3,2982
2013,"Stearns County, MN",05000US27145,33.4,0.2,2964
2016,Manassas city,05000US51683,33.4,0.3,2982
2014,Beltrami County,05000US27007,33.4,0.3,2967
2015,Sioux County,05000US19167,33.3,0.3,2982
2015,"Wyandotte County, KS",05000US20209,33.3,0.2,2982
2013,Elko County,05000US32007,33.3,0.4,2970
2013,Lamar County,05000US28073,33.3,0.5,2970
2016,"Travis County, TX",05000US48453,33.3,0.1,2988
2013,"Muscogee County, GA",05000US13215,33.3,0.2,2970
2013,"Hinds County, MS",05000US28049,33.3,0.2,2970
2013,"Washtenaw County, MI",05000US26161,33.3,0.1,2970
2014,Lanier County,05000US13173,33.3,1.6,2974
2015,Manassas city,05000US51683,33.3,0.3,2982
2014,Sweetwater County,05000US56037,33.3,0.5,2974
2016,Sioux County,05000US19167,33.3,0.3,2988
2015,Beltrami County,05000US27007,33.3,0.3,2982
2016,"Adams County, CO",05000US08001,33.3,0.2,2988
2014,"Muscogee County, GA",05000US13215,33.3,0.2,2974
2014,Natchitoches Parish,05000US22069,33.3,0.4,2974
2016,"East Baton Rouge Parish, LA",05000US22033,33.3,0.2,2988
2014,"Monterey County, CA",05000US06053,33.3,0.1,2974
2015,"Orange County, NC",05000US37135,33.3,0.2,2982
2014,"Madera County, CA",05000US06039,33.3,0.2,2974
2013,Stevens County,05000US27149,33.3,0.6,2970
2014,"Richmond County, GA",05000US13245,33.3,0.2,2974
2014,"Stanislaus County, CA",05000US06099,33.3,0.1,2974
2015,"Potter County, TX",05000US48375,33.3,0.2,2982
2013,Lincoln County,05000US16063,33.3,0.7,2970
2016,"Bronx County, NY",05000US36005,33.3,0.2,2988
2014,"Washtenaw County, MI",05000US26161,33.3,0.1,2974
2016,"Potter County, TX",05000US48375,33.3,0.2,2988
2016,Greenlee County,05000US04011,33.3,0.7,2988
2014,Hendry County,05000US12051,33.3,0.6,2974
2015,"Richmond County, GA",05000US13245,33.3,0.2,2982
2015,Coles County,05000US17029,33.3,0.4,2982
2013,Natchitoches Parish,05000US22069,33.3,0.3,2970
2013,Coahoma County,05000US28027,33.3,0.4,2970
2015,East Carroll Parish,05000US22035,33.3,1.7,2982
2016,"Bexar County, TX",05000US48029,33.2,0.1,2995
2013,"Sarpy County, NE",05000US31153,33.2,0.2,2979
2014,"San Joaquin County, CA",05000US06077,33.2,0.1,2984
2015,"Bronx County, NY",05000US36005,33.2,0.1,2991
2016,Gallatin County,05000US30031,33.2,0.3,2995
2013,"San Juan County, NM",05000US35045,33.2,0.2,2979
2016,"Dallas County, TX",05000US48113,33.2,0.2,2995
2013,Titus County,05000US48449,33.2,0.4,2979
2013,Sioux County,05000US19167,33.2,0.3,2979
2016,Wasatch County,05000US49051,33.2,0.5,2995
2016,St. Bernard Parish,05000US22087,33.2,0.2,2995
2013,Sweetwater County,05000US56037,33.2,0.4,2979
2013,"Washington County, UT",05000US49053,33.2,0.3,2979
2015,"Cleveland County, OK",05000US40027,33.2,0.2,2991
2016,Oldham County,05000US48359,33.2,10.8,2995
2013,"Orange County, NC",05000US37135,33.2,0.2,2979
2015,"East Baton Rouge Parish, LA",05000US22033,33.2,0.2,2991
2014,Sioux County,05000US19167,33.2,0.3,2984
2014,"Orange County, NC",05000US37135,33.2,0.3,2984
2013,East Carroll Parish,05000US22035,33.2,1.9,2979
2013,"Richmond County, GA",05000US13245,33.2,0.2,2979
2013,Lincoln County,05000US46083,33.2,0.3,2979
2015,Gallatin County,05000US30031,33.2,0.3,2991
2014,Holmes County,05000US28051,33.2,0.4,2984
2014,"Wyandotte County, KS",05000US20209,33.2,0.1,2984
2013,"Madera County, CA",05000US06039,33.2,0.2,2979
2016,"Richmond city, VA",05000US51760,33.2,0.2,2995
2016,La Salle County,05000US48283,33.1,3.5,3002
2015,"Bexar County, TX",05000US48029,33.1,0.1,2995
2015,"Dallas County, TX",05000US48113,33.1,0.1,2995
